,ticker,value
891,OLN,Chemicals
892,MX,Semiconductors & Semiconductor
893,NWSA,Media
894,VRRM,IT Services
895,OHI,Equity Real Estate Investment
896,DOCS,Health Care Technology
897,ONEM,Health Care Providers & Servic
898,AAWW,Air Freight & Logistics
899,OWL,Capital Markets
900,EXEL,Biotechnology
901,GENI,Interactive Media & Services
902,TUP,Household Durables
903,BCLI,Biotechnology
904,AAP,Specialty Retail
905,KIRK,Specialty Retail
906,PLX,Biotechnology
907,CENX,Metals & Mining
908,RXT,IT Services
909,FIVE,Specialty Retail
910,PSEC,Capital Markets
911,HST,Equity Real Estate Investment
912,RLGY,Real Estate Management & Devel
913,IBRX,Biotechnology
914,CTXS,Software
915,PAYX,IT Services
916,HRL,Food Products
917,PCT,Chemicals
918,PAYS,IT Services
919,HA,Airlines
920,SEEL,Pharmaceuticals
921,PERI,Media
922,OEG,Construction & Engineering
923,WELL,Equity Real Estate Investment
924,GSKY,IT Services
925,INFN,Communications Equipment
926,FLEX,"Electronic Equipment, Instrume"
927,S,Software
928,CMI,Machinery
929,ALGN,Health Care Equipment & Suppli
930,PPC,Food Products
931,JNPR,Communications Equipment
932,KC,IT Services
933,ESTC,Software
934,TPR,"Textiles, Apparel & Luxury Goo"
935,ZG,Real Estate Management & Devel
936,SMSI,Software
937,UPH,Health Care Technology
938,CLVR,Pharmaceuticals
939,ILMN,Life Sciences Tools & Services
940,SB,Marine
941,ENG,Energy Equipment & Services
942,PACB,Life Sciences Tools & Services
943,ICPT,Biotechnology
944,PARR,"Oil, Gas & Consumable Fuels"
945,ZTO,Air Freight & Logistics
946,WB,Interactive Media & Services
947,PLNT,"Hotels, Restaurants & Leisure"
948,MUR,"Oil, Gas & Consumable Fuels"
949,VKTX,Biotechnology
950,WRAP,"Electronic Equipment, Instrume"
951,ITP,Paper & Forest Products
952,ASPN,Energy Equipment & Services
953,ESI,Chemicals
954,AIV,Equity Real Estate Investment
955,DNUT,"Hotels, Restaurants & Leisure"
956,DGX,Health Care Providers & Servic
957,CRBP,Biotechnology
958,EAT,"Hotels, Restaurants & Leisure"
959,PTGX,Biotechnology
960,BMBL,Interactive Media & Services
961,ED,Multi-Utilities
962,MTDR,"Oil, Gas & Consumable Fuels"
963,FOXA,Media
964,SGMS,"Hotels, Restaurants & Leisure"
965,DQ,Semiconductors & Semiconductor
966,GLBS,Marine
967,LITE,Communications Equipment
968,ETRN,"Oil, Gas & Consumable Fuels"
969,STAR,Equity Real Estate Investment
970,ETN,Electrical Equipment
971,TWNK,Food Products
972,AREC,"Oil, Gas & Consumable Fuels"
973,ENVX,Electrical Equipment
974,HYRE,Road & Rail
975,MAXN,Semiconductors & Semiconductor
976,KVSB,
977,RIGL,Biotechnology
978,AYRO,Automobiles
979,QGEN,Life Sciences Tools & Services
980,XOS,Machinery
981,ANTM,Health Care Providers & Servic
982,TGH,Trading Companies & Distributo
983,SEAS,"Hotels, Restaurants & Leisure"
984,AMPE,Pharmaceuticals
985,SDGR,Health Care Technology
986,SHCR,Health Care Technology
987,RFL,Real Estate Management & Devel
988,FHN,Banks
989,VERU,Personal Products
990,WPC,Equity Real Estate Investment
991,SSSS,Capital Markets
992,FLXN,Biotechnology
993,CELU,Biotechnology
994,PFGC,Food & Staples Retailing
995,CMRE,Marine
996,COUR,Diversified Consumer Services
997,CLDX,Biotechnology
998,TNK,"Oil, Gas & Consumable Fuels"
999,MCF,"Oil, Gas & Consumable Fuels"
1000,VISL,Communications Equipment
1001,UAMY,Metals & Mining
1002,FUN,"Hotels, Restaurants & Leisure"
1003,NSC,Road & Rail
1004,RKLY,Semiconductors & Semiconductor
1005,TWOU,Diversified Consumer Services
1006,SNCR,Software
1007,PRPL,Household Durables
1008,KOS,"Oil, Gas & Consumable Fuels"
1009,BLL,Containers & Packaging
1010,ADS,IT Services
1011,RRD,Commercial Services & Supplies
1012,EL,Personal Products
1013,APLS,Biotechnology
1014,ARR,Mortgage Real Estate Investmen
1015,AMPY,"Oil, Gas & Consumable Fuels"
1016,CONE,Equity Real Estate Investment
1017,BLUE,Biotechnology
1018,EXPI,Real Estate Management & Devel
1019,WSM,Specialty Retail
1020,CERN,Health Care Technology
1021,DSX,Marine
1022,MCK,Health Care Providers & Servic
1023,ETWO,Software
1024,AVXL,Biotechnology
1025,ROVR,Diversified Consumer Services
1026,TER,Semiconductors & Semiconductor
1027,WHR,Household Durables
1028,TEN,Auto Components
1029,OSCR,Insurance
1030,MYPS,Entertainment
1031,BDX,Health Care Equipment & Suppli
1032,BROS,"Hotels, Restaurants & Leisure"
1033,PUBM,Media
1034,GBT,Biotechnology
1035,RDWR,Communications Equipment
1036,UAVS,Machinery
1037,HP,Energy Equipment & Services
1038,WIX,IT Services
1039,SCCO,Metals & Mining
1040,BBIO,Biotechnology
1041,AVTR,Life Sciences Tools & Services
1042,APD,Chemicals
1043,RMBS,Semiconductors & Semiconductor
1044,ISEE,Biotechnology
1045,FAST,Trading Companies & Distributo
1046,PD,Software
1047,CURI,Entertainment
1048,LW,Food Products
1049,PAYA,IT Services
1050,POST,Food Products
1051,JAZZ,Pharmaceuticals
1052,QFIN,Consumer Finance
1053,HRB,Diversified Consumer Services
1054,BDSI,Pharmaceuticals
1055,CB,Insurance
1056,KMX,Specialty Retail
1057,KNX,Road & Rail
1058,HAS,Leisure Products
1059,CNHI,Machinery
1060,A,Life Sciences Tools & Services
1061,AQMS,Commercial Services & Supplies
1062,GAN,"Hotels, Restaurants & Leisure"
1063,OTIS,Machinery
1064,VMEO,Interactive Media & Services
1065,YEXT,Software
1066,SM,"Oil, Gas & Consumable Fuels"
1067,KERN,Professional Services
1068,OMF,Consumer Finance
1069,XM,Software
1070,BYD,"Hotels, Restaurants & Leisure"
1071,ESRT,Equity Real Estate Investment
1072,KRYS,Biotechnology
1073,SOHU,Interactive Media & Services
1074,IR,Machinery
1075,ATI,Metals & Mining
1076,ALLT,Software
1077,INFI,Biotechnology
1078,VRAY,Health Care Equipment & Suppli
1079,RWLK,Health Care Equipment & Suppli
1080,TNL,"Hotels, Restaurants & Leisure"
1081,EFX,Professional Services
1082,APTV,Auto Components
1083,TTI,Energy Equipment & Services
1084,IMMR,"Technology Hardware, Storage &"
1085,NCTY,Entertainment
1086,CMRX,Biotechnology
1087,AKBA,Biotechnology
1088,MANU,Entertainment
1089,NCMI,Media
1090,RVLV,Internet & Direct Marketing Re
1091,QDEL,Health Care Equipment & Suppli
1092,PMT,Mortgage Real Estate Investmen
1093,SAGE,Biotechnology
1094,AQB,Biotechnology
1095,RADA,Aerospace & Defense
1096,DBI,Specialty Retail
1097,GDOT,Consumer Finance
1098,RL,"Textiles, Apparel & Luxury Goo"
1099,SUMO,Software
1100,SUNW,Electrical Equipment
1101,CRTO,Media
1102,HUBS,Software
1103,PING,Software
1104,HOLX,Health Care Equipment & Suppli
1105,ALTU,
1106,DSKE,Road & Rail
1107,LESL,Specialty Retail
1108,AON,Insurance
1109,CNR,Building Products
1110,VLD,Machinery
1111,IBKR,Capital Markets
1112,CARA,Pharmaceuticals
1113,QTNT,Health Care Equipment & Suppli
1114,SMFR,Health Care Technology
1115,CRVS,Biotechnology
1116,HFC,"Oil, Gas & Consumable Fuels"
1117,CBRE,Real Estate Management & Devel
1118,LH,Health Care Providers & Servic
1119,CBAT,Electrical Equipment
1120,EHC,Health Care Providers & Servic
1121,SRAX,Software
1122,BFI,"Hotels, Restaurants & Leisure"
1123,ZTS,Pharmaceuticals
1124,CCV,
1125,GNK,Marine
1126,ELMS,Automobiles
1127,OMI,Health Care Providers & Servic
1128,PCAR,Machinery
1129,CALA,Biotechnology
1130,USFD,Food & Staples Retailing
1131,BEST,Air Freight & Logistics
1132,CELH,Beverages
1133,AJRD,Aerospace & Defense
1134,CDNS,Software
1135,RACE,Automobiles
1136,ELAN,Pharmaceuticals
1137,MRIN,Software
1138,VSTO,Leisure Products
1139,VHC,Software
1140,NOVA,Independent Power and Renewabl
1141,OGN,Pharmaceuticals
1142,ESPR,Pharmaceuticals
1143,IONS,Biotechnology
1144,ATAI,Pharmaceuticals
1145,THO,Automobiles
1146,EVRI,"Hotels, Restaurants & Leisure"
1147,MAS,Building Products
1148,ALT,Biotechnology
1149,CERS,Health Care Equipment & Suppli
1150,ARWR,Biotechnology
1151,ACEV,
1152,NDAQ,Capital Markets
1153,CHNG,Health Care Technology
1154,CG,Capital Markets
1155,APPN,Software
1156,ALKS,Biotechnology
1157,FTI,Energy Equipment & Services
1158,GD,Aerospace & Defense
1159,VICI,Equity Real Estate Investment
1160,CNDT,IT Services
1161,IO,Energy Equipment & Services
1162,LL,Specialty Retail
1163,DOLE,Food Products
1164,SYK,Health Care Equipment & Suppli
1165,SUNL,Consumer Finance
1166,PK,Equity Real Estate Investment
1167,CRNT,Communications Equipment
1168,YELL,Road & Rail
1169,ATOM,Semiconductors & Semiconductor
1170,WEBR,Household Durables
1171,URBN,Specialty Retail
1172,EOSE,Electrical Equipment
1173,RVNC,Pharmaceuticals
1174,RAMP,IT Services
1175,EB,Interactive Media & Services
1176,WGO,Automobiles
1177,ADNT,Auto Components
1178,VZIO,Household Durables
1179,ZGNX,Pharmaceuticals
1180,VNO,Equity Real Estate Investment
1181,ZY,Chemicals
1182,WWR,Electrical Equipment
1183,CCK,Containers & Packaging
1184,ACIW,Software
1185,PWR,Construction & Engineering
1186,CLSD,Pharmaceuticals
1187,ARDX,Biotechnology
1188,ENLC,"Oil, Gas & Consumable Fuels"
1189,FBRX,Biotechnology
1190,PAGP,"Oil, Gas & Consumable Fuels"
1191,OSH,Health Care Providers & Servic
1192,MKFG,Machinery
1193,DAC,Marine
1194,CODX,Health Care Equipment & Suppli
