,ticker,value
1119,RAMP,Information Technology
1120,BYD,Consumer Discretionary
1121,ESRT,Real Estate
1122,KRYS,Health Care
1123,SOHU,Communication Services
1124,IR,Industrials
1125,ATI,Materials
1126,ALLT,Information Technology
1127,INFI,Health Care
1128,VRAY,Health Care
1129,RWLK,Health Care
1130,SAM,Consumer Staples
1131,NEWR,Information Technology
1132,KLAC,Information Technology
1133,QRVO,Information Technology
1134,KPTI,Health Care
1135,BEN,Financials
1136,APT,Industrials
1137,BLDR,Industrials
1138,GOCO,Financials
1139,ONDS,Information Technology
1140,CNDT,Information Technology
1141,IO,Energy
1142,LL,Consumer Discretionary
1143,DOLE,Consumer Staples
1144,SYK,Health Care
1145,SUNW,Industrials
1146,CRTO,Communication Services
1147,HUBS,Information Technology
1148,PING,Information Technology
1149,HOLX,Health Care
1150,ALTU,
1151,DSKE,Industrials
1152,LESL,Consumer Discretionary
1153,AON,Financials
1154,CNR,Industrials
1155,POST,Consumer Staples
1156,JAZZ,Health Care
1157,QFIN,Financials
1158,HRB,Consumer Discretionary
1159,BDSI,Health Care
1160,CB,Financials
1161,KMX,Consumer Discretionary
1162,KNX,Industrials
1163,HAS,Consumer Discretionary
1164,CNHI,Industrials
1165,EHC,Health Care
1166,SRAX,Information Technology
1167,BFI,Consumer Discretionary
1168,ZTS,Health Care
1169,CCV,
1170,GNK,Industrials
1171,ELMS,Consumer Discretionary
1172,OMI,Health Care
1173,PCAR,Industrials
1174,CALA,Health Care
1175,PWR,Industrials
1176,CLSD,Health Care
1177,ARDX,Health Care
1178,ENLC,Energy
1179,FBRX,Health Care
1180,PAGP,Energy
1181,OSH,Health Care
1182,MKFG,Industrials
1183,DAC,Industrials
1184,CODX,Health Care
1185,NOVA,Utilities
1186,OGN,Health Care
1187,ESPR,Health Care
1188,IONS,Health Care
1189,ATAI,Health Care
1190,THO,Consumer Discretionary
1191,EVRI,Consumer Discretionary
1192,MAS,Industrials
1193,ALT,Health Care
1194,CERS,Health Care
