,ticker,value
889,OWL,Capital Markets
890,BMBL,Interactive Media & Services
891,ED,Multi-Utilities
892,MTDR,"Oil, Gas & Consumable Fuels"
893,FOXA,Media
894,SGMS,"Hotels, Restaurants & Leisure"
895,DQ,Semiconductors & Semiconductor
896,GLBS,Marine
897,LITE,Communications Equipment
898,ETRN,"Oil, Gas & Consumable Fuels"
899,STAR,Equity Real Estate Investment
900,ADS,IT Services
901,RRD,Commercial Services & Supplies
902,EL,Personal Products
903,APLS,Biotechnology
904,ARR,Mortgage Real Estate Investmen
905,AMPY,"Oil, Gas & Consumable Fuels"
906,CONE,Equity Real Estate Investment
907,BLUE,Biotechnology
908,EXPI,Real Estate Management & Devel
909,WSM,Specialty Retail
910,XOS,Machinery
911,ANTM,Health Care Providers & Servic
912,TGH,Trading Companies & Distributo
913,SEAS,"Hotels, Restaurants & Leisure"
914,AMPE,Pharmaceuticals
915,SDGR,Health Care Technology
916,SHCR,Health Care Technology
917,RFL,Real Estate Management & Devel
918,FHN,Banks
919,VERU,Personal Products
920,SAM,Beverages
921,NEWR,Software
922,KLAC,Semiconductors & Semiconductor
923,QRVO,Semiconductors & Semiconductor
924,KPTI,Biotechnology
925,BEN,Capital Markets
926,APT,Building Products
927,BLDR,Building Products
928,GOCO,Insurance
929,ONDS,Communications Equipment
930,AXTA,Chemicals
931,CNX,"Oil, Gas & Consumable Fuels"
932,IBIO,Biotechnology
933,CC,Chemicals
934,PHM,Household Durables
935,IMAX,Entertainment
936,ADM,Food Products
937,AEP,Electric Utilities
938,TPGY,
939,ATIP,Health Care Providers & Servic
940,WRAP,"Electronic Equipment, Instrume"
941,ITP,Paper & Forest Products
942,ASPN,Energy Equipment & Services
943,ESI,Chemicals
944,AIV,Equity Real Estate Investment
945,DNUT,"Hotels, Restaurants & Leisure"
946,DGX,Health Care Providers & Servic
947,CRBP,Biotechnology
948,EAT,"Hotels, Restaurants & Leisure"
949,PTGX,Biotechnology
950,EXEL,Biotechnology
951,GENI,Interactive Media & Services
952,TUP,Household Durables
953,BCLI,Biotechnology
954,AAP,Specialty Retail
955,KIRK,Specialty Retail
956,PLX,Biotechnology
957,CENX,Metals & Mining
958,RXT,IT Services
959,FIVE,Specialty Retail
960,BBIO,Biotechnology
961,AVTR,Life Sciences Tools & Services
962,APD,Chemicals
963,RMBS,Semiconductors & Semiconductor
964,ISEE,Biotechnology
965,FAST,Trading Companies & Distributo
966,PD,Software
967,CURI,Entertainment
968,LW,Food Products
969,PAYA,IT Services
970,VISL,Communications Equipment
971,UAMY,Metals & Mining
972,FUN,"Hotels, Restaurants & Leisure"
973,NSC,Road & Rail
974,RKLY,Semiconductors & Semiconductor
975,TWOU,Diversified Consumer Services
976,SNCR,Software
977,PRPL,Household Durables
978,KOS,"Oil, Gas & Consumable Fuels"
979,BLL,Containers & Packaging
980,CERN,Health Care Technology
981,DSX,Marine
982,MCK,Health Care Providers & Servic
983,ETWO,Software
984,AVXL,Biotechnology
985,ROVR,Diversified Consumer Services
986,TER,Semiconductors & Semiconductor
987,WHR,Household Durables
988,TEN,Auto Components
989,OSCR,Insurance
990,MYPS,Entertainment
991,BDX,Health Care Equipment & Suppli
992,BROS,"Hotels, Restaurants & Leisure"
993,PUBM,Media
994,GBT,Biotechnology
995,RDWR,Communications Equipment
996,UAVS,Machinery
997,HP,Energy Equipment & Services
998,WIX,IT Services
999,SCCO,Metals & Mining
1000,SEEL,Pharmaceuticals
1001,PERI,Media
1002,OEG,Construction & Engineering
1003,WELL,Equity Real Estate Investment
1004,GSKY,IT Services
1005,INFN,Communications Equipment
1006,FLEX,"Electronic Equipment, Instrume"
1007,S,Software
1008,CMI,Machinery
1009,ALGN,Health Care Equipment & Suppli
1010,WPC,Equity Real Estate Investment
1011,SSSS,Capital Markets
1012,FLXN,Biotechnology
1013,CELU,Biotechnology
1014,PFGC,Food & Staples Retailing
1015,CMRE,Marine
1016,COUR,Diversified Consumer Services
1017,CLDX,Biotechnology
1018,TNK,"Oil, Gas & Consumable Fuels"
1019,MCF,"Oil, Gas & Consumable Fuels"
1020,ARWR,Biotechnology
1021,ACEV,
1022,NDAQ,Capital Markets
1023,CHNG,Health Care Technology
1024,CG,Capital Markets
1025,APPN,Software
1026,ALKS,Biotechnology
1027,FTI,Energy Equipment & Services
1028,GD,Aerospace & Defense
1029,VICI,Equity Real Estate Investment
1030,POST,Food Products
1031,JAZZ,Pharmaceuticals
1032,QFIN,Consumer Finance
1033,HRB,Diversified Consumer Services
1034,BDSI,Pharmaceuticals
1035,CB,Insurance
1036,KMX,Specialty Retail
1037,KNX,Road & Rail
1038,HAS,Leisure Products
1039,CNHI,Machinery
1040,SB,Marine
1041,ENG,Energy Equipment & Services
1042,PACB,Life Sciences Tools & Services
1043,ICPT,Biotechnology
1044,PARR,"Oil, Gas & Consumable Fuels"
1045,ZTO,Air Freight & Logistics
1046,WB,Interactive Media & Services
1047,PLNT,"Hotels, Restaurants & Leisure"
1048,MUR,"Oil, Gas & Consumable Fuels"
1049,VKTX,Biotechnology
1050,USFD,Food & Staples Retailing
1051,BEST,Air Freight & Logistics
1052,CELH,Beverages
1053,AJRD,Aerospace & Defense
1054,CDNS,Software
1055,RACE,Automobiles
1056,ELAN,Pharmaceuticals
1057,MRIN,Software
1058,VSTO,Leisure Products
1059,VHC,Software
1060,VLD,Machinery
1061,IBKR,Capital Markets
1062,CARA,Pharmaceuticals
1063,QTNT,Health Care Equipment & Suppli
1064,SMFR,Health Care Technology
1065,CRVS,Biotechnology
1066,HFC,"Oil, Gas & Consumable Fuels"
1067,CBRE,Real Estate Management & Devel
1068,LH,Health Care Providers & Servic
1069,CBAT,Electrical Equipment
1070,ETN,Electrical Equipment
1071,TWNK,Food Products
1072,AREC,"Oil, Gas & Consumable Fuels"
1073,ENVX,Electrical Equipment
1074,HYRE,Road & Rail
1075,MAXN,Semiconductors & Semiconductor
1076,KVSB,
1077,RIGL,Biotechnology
1078,AYRO,Automobiles
1079,QGEN,Life Sciences Tools & Services
1080,A,Life Sciences Tools & Services
1081,AQMS,Commercial Services & Supplies
1082,GAN,"Hotels, Restaurants & Leisure"
1083,OTIS,Machinery
1084,VMEO,Interactive Media & Services
1085,YEXT,Software
1086,SM,"Oil, Gas & Consumable Fuels"
1087,KERN,Professional Services
1088,OMF,Consumer Finance
1089,XM,Software
1090,TNL,"Hotels, Restaurants & Leisure"
1091,EFX,Professional Services
1092,APTV,Auto Components
1093,TTI,Energy Equipment & Services
1094,IMMR,"Technology Hardware, Storage &"
1095,NCTY,Entertainment
1096,CMRX,Biotechnology
1097,AKBA,Biotechnology
1098,MANU,Entertainment
1099,NCMI,Media
1100,SUNW,Electrical Equipment
1101,CRTO,Media
1102,HUBS,Software
1103,PING,Software
1104,HOLX,Health Care Equipment & Suppli
1105,ALTU,
1106,DSKE,Road & Rail
1107,LESL,Specialty Retail
1108,AON,Insurance
1109,CNR,Building Products
1110,HIG,Insurance
1111,TSP,Road & Rail
1112,TRVN,Biotechnology
1113,IMVT,Biotechnology
1114,LX,Consumer Finance
1115,BILL,Software
1116,HGEN,Biotechnology
1117,ACM,Construction & Engineering
1118,TGNA,Media
1119,SWCH,IT Services
1120,PWR,Construction & Engineering
1121,CLSD,Pharmaceuticals
1122,ARDX,Biotechnology
1123,ENLC,"Oil, Gas & Consumable Fuels"
1124,FBRX,Biotechnology
1125,PAGP,"Oil, Gas & Consumable Fuels"
1126,OSH,Health Care Providers & Servic
1127,MKFG,Machinery
1128,DAC,Marine
1129,CODX,Health Care Equipment & Suppli
1130,RVLV,Internet & Direct Marketing Re
1131,QDEL,Health Care Equipment & Suppli
1132,PMT,Mortgage Real Estate Investmen
1133,SAGE,Biotechnology
1134,AQB,Biotechnology
1135,RADA,Aerospace & Defense
1136,DBI,Specialty Retail
1137,GDOT,Consumer Finance
1138,RL,"Textiles, Apparel & Luxury Goo"
1139,SUMO,Software
1140,BYD,"Hotels, Restaurants & Leisure"
1141,ESRT,Equity Real Estate Investment
1142,KRYS,Biotechnology
1143,SOHU,Interactive Media & Services
1144,IR,Machinery
1145,ATI,Metals & Mining
1146,ALLT,Software
1147,INFI,Biotechnology
1148,VRAY,Health Care Equipment & Suppli
1149,RWLK,Health Care Equipment & Suppli
1150,CNDT,IT Services
1151,IO,Energy Equipment & Services
1152,LL,Specialty Retail
1153,DOLE,Food Products
1154,SYK,Health Care Equipment & Suppli
1155,EHC,Health Care Providers & Servic
1156,SRAX,Software
1157,BFI,"Hotels, Restaurants & Leisure"
1158,ZTS,Pharmaceuticals
1159,CCV,
1160,GNK,Marine
1161,ELMS,Automobiles
1162,OMI,Health Care Providers & Servic
1163,PCAR,Machinery
1164,CALA,Biotechnology
1165,EB,Interactive Media & Services
1166,WGO,Automobiles
1167,ADNT,Auto Components
1168,VZIO,Household Durables
1169,ZGNX,Pharmaceuticals
1170,VNO,Equity Real Estate Investment
1171,ZY,Chemicals
1172,WWR,Electrical Equipment
1173,CCK,Containers & Packaging
1174,ACIW,Software
1175,SUNL,Consumer Finance
1176,PK,Equity Real Estate Investment
1177,CRNT,Communications Equipment
1178,YELL,Road & Rail
1179,ATOM,Semiconductors & Semiconductor
1180,WEBR,Household Durables
1181,URBN,Specialty Retail
1182,EOSE,Electrical Equipment
1183,RVNC,Pharmaceuticals
1184,RAMP,IT Services
1185,NOVA,Independent Power and Renewabl
1186,OGN,Pharmaceuticals
1187,ESPR,Pharmaceuticals
1188,IONS,Biotechnology
1189,ATAI,Pharmaceuticals
1190,THO,Automobiles
1191,EVRI,"Hotels, Restaurants & Leisure"
1192,MAS,Building Products
1193,ALT,Biotechnology
1194,CERS,Health Care Equipment & Suppli
